0.059035, 0, 1, 4, -1.600151, -18.425635, -0.939173, 2.117979, -1.321602, -18.451853, -1.736328, 0
0.091644, 0, 1, 8, -1.607146, -18.454789, -0.895353, 2.100765, -1.543954, -18.438703, -0.669897, 0
0.121329, 0, 1, 4, -1.605638, -18.245758, -0.835756, 2.178601, -0.615527, -18.002967, 0.770657, 0
0.153089, 0, 1, 8, -1.608790, -18.518418, -0.952274, 2.135060, -1.126506, -18.518665, -2.509938, 0
0.170939, 0, 1, 8, -1.619443, -18.441517, -0.884068, 2.090957, -1.692592, -18.366269, -0.119379, 0
0.188241, 0, 1, 8, -1.599850, -18.353236, -0.894049, 2.168388, -0.709025, -18.173881, 0.449450, 0
0.207983, 0, 1, 8, -1.612716, -18.463694, -0.892312, 2.101453, -1.538533, -18.465756, -0.910411, 0
0.232508, 0, 1, 8, -1.608806, -18.381086, -0.894448, 2.150840, -0.952323, -18.166560, 0.705760, 0
0.257262, 0, 1, 8, -1.611366, -18.394609, -0.897951, 2.136735, -1.138552, -18.169345, 0.788542, 0
0.269919, 0, 1, 8, -1.606979, -18.392585, -0.888778, 2.128444, -1.178535, -18.374130, -0.657977, 0
0.284817, 0, 1, 8, -1.614283, -18.424992, -0.902204, 2.124444, -1.238521, -18.430830, -0.994351, 0
0.317086, 0, 1, 8, -1.612807, -18.393702, -0.895867, 2.112786, -1.400043, -18.344346, -0.322876, 0
0.340962, 0, 1, 4, -1.567052, -18.388398, -0.899221, 2.235530, 0.254834, -18.286912, -1.014751, 0
0.354355, 0, 1, 8, -1.602822, -18.452113, -0.910702, 2.167529, -0.659326, -18.446408, -1.199268, 0
0.372253, 0, 1, 8, -1.598494, -18.481694, -0.934247, 2.172461, -0.611728, -18.482336, -1.902865, 0
0.390096, 0, 1, 8, -1.576501, -18.480574, -0.898175, 2.144521, -0.969650, -18.454465, -0.644352, 0
0.405172, 0, 1, 8, -1.589011, -18.428482, -1.002623, 2.073236, -1.931923, -18.439900, -1.574302, 0
0.420493, 0, 1, 8, -1.604122, -18.434118, -1.020284, 2.096609, -1.671390, -18.373786, -0.314184, 0
0.453313, 0, 1, 8, -1.486937, -18.585995, -1.447362, 1.878855, -4.603347, -18.090270, -3.396854, 0
0.470958, 0, 1, 4, -1.312642, -18.070326, -1.442083, 1.962598, -3.484871, -16.653775, 3.679847, 0
0.666962, 0, 1, 4, -0.726672, -19.085723, -1.545444, 1.112290, -13.533669, -11.515029, -0.213655, 0
0.699370, 0, 1, 6, -1.514049, -18.607099, -1.380181, 2.431926, 0.891730, -18.366071, -0.722141, 0
0.714787, 0, 1, 6, -1.607538, -18.345130, -1.273594, 2.168656, -3.061120, -18.249428, -1.589233, 0
0.731375, 0, 1, 6, -1.643858, -18.389477, -0.988918, 2.107675, -3.386087, -18.133228, 0.070880, 0
