385,374701248,931,
385,395513216,939,
385,400774848,935,
385,407717824,938,
385,416657184,936,
385,424609024,936,
385,432544672,940,
385,441330976,934,
385,449936960,936,
385,458428032,805,
385,466126784,806,
385,474853312,806,
385,483439200,807,
385,491070624,804,
385,499716960,804,
385,508432384,806,
385,516102944,805,
385,524472640,808,
385,533120288,806,
385,541515264,675,
385,549935040,673,
385,558486848,674,
385,566029216,675,
385,574556352,678,
385,583192000,675,
385,590830208,675,
385,599550944,677,
385,608124096,674,
385,615822496,675,
385,624561760,544,
385,633263392,544,
385,640879584,547,
385,649511072,546,
385,657893888,545,
385,666317184,546,
385,674854240,547,
385,682496832,543,
385,691396608,546,
385,699947360,547,
385,707651040,415,
385,716275776,414,
385,724810496,415,
385,732700864,418,
385,741339968,415,
385,750032896,418,
385,758210720,417,
385,766155648,415,
385,775113888,415,
385,782989088,416,
385,791668256,286,
385,799572288,284,
385,808493184,285,
385,816433408,285,
385,833151232,285,
385,841277088,290,
385,850116256,290,
385,857963200,291,
385,866757920,290,
385,874603456,288,
385,883377824,155,
385,900044960,159,
385,915952064,155,
385,932886176,169,
385,949414656,247,
385,958256704,267,
385,966267232,269,
385,975018656,272,
385,982854432,279,
385,991722656,276,
385,999580896,151,
386,8468928,153,
386,16111968,157,
386,24862304,160,
386,32750368,162,
386,41289632,165,
386,49979488,170,
386,57598560,171,
386,66205600,171,
386,74927328,173,
386,82615264,174,
386,91226944,173,
386,99892864,177,
386,107496448,175,
386,116121728,175,
386,124620128,176,
386,133376256,172,
386,149972352,94,
386,157740128,171,
386,175065056,83,
386,182917632,58,
386,191615104,59,
386,199326592,55,
386,208107552,60,
386,216821344,60,
386,224563232,61,
386,233255232,61,
386,240975200,64,
386,249544608,64,
386,258291488,67,
386,266083200,67,
386,275017952,67,
386,282884736,67,
386,291413088,66,
386,307926272,73,
386,316829568,66,
386,324650208,70,
386,333427712,69,
386,350154176,70,
386,358130944,86,
386,374671680,92,
386,382488960,102,
386,391195648,105,
386,400084480,104,
386,416450464,103,
386,432946624,143,
386,441571040,150,
386,449364672,156,
386,458014464,165,
386,466612736,186,
386,474211136,192,
386,482800480,194,
386,491365728,196,
386,507888512,187,
386,524606848,202,
386,533327200,207,
386,540949536,212,
386,549541408,216,
386,558122720,220,
386,566654208,219,
386,574413088,219,
386,583047744,222,
386,599495808,216,
386,616070368,210,
386,633395488,213,
386,649926720,214,
386,666556000,203,
386,683061152,208,
386,699590336,201,
386,715898592,217,
386,733214816,210,
386,749580864,209,
386,765978048,203,
386,774614336,203,
386,783237376,207,
386,799661824,201,
386,807490496,203,
386,824210592,207,
386,832961504,205,
386,841707168,204,
386,858165632,203,
386,866025152,208,
386,874775872,204,
386,883432288,203,
386,899834368,206,
386,908468128,203,
386,924972736,205,
386,932612928,206,
386,941260352,204,
386,949929504,206,
386,958479936,199,
386,974866656,206,
386,983094144,204,
386,991583776,208,
387,8186880,205,
387,24679168,206,
387,33446240,205,
387,41017568,205,
387,49586176,207,
387,58065184,208,
387,66550848,207,
387,74941248,208,
387,82559104,209,
387,91056352,208,
387,99503872,209,
387,108137824,210,
387,116549312,209,
387,124148256,210,
387,132684608,210,
387,141431872,209,
387,149954976,212,
387,157492992,212,
387,166127552,212,
387,174795744,215,
387,183236096,214,
387,190818336,214,
387,199456672,217,
387,207980992,216,
387,216559072,217,
387,225070304,219,
387,232723456,219,
387,241261280,220,
387,249766304,221,
387,257531872,223,
387,266061664,224,
387,274824096,223,
387,283279424,225,
387,290889152,226,
387,299471808,225,
387,308209216,227,
387,315978400,229,
387,324448384,227,
387,332972320,226,
387,341458304,229,
387,349915296,229,
387,358347104,229,
387,365931488,230,
387,374527456,229,
387,383023584,231,
387,391708960,231,
387,399188256,232,
387,407725888,231,
387,416392320,230,
387,424751488,229,
387,433489792,230,
387,440932608,229,
387,449426368,231,
387,458097888,233,
387,466660544,231,
387,474402912,228,
387,482920416,228,
387,491331840,232,
387,499845984,229,
387,508268064,229,
387,516796832,228,
387,524382400,229,
387,532884864,227,
387,541645856,228,
387,550032864,231,
387,557680512,229,
387,566147360,228,
387,574747584,228,
387,583248352,226,
387,590954880,226,
387,599530496,228,
387,608380992,228,
387,615892576,229,
387,624425472,229,
387,632948672,230,
387,641662592,232,
387,650100832,234,
387,657509952,235,
387,665961248,238,
387,674597184,236,
387,683070976,241,
387,691627424,242,
387,700039872,246,
387,707752640,247,
387,716322368,249,
387,725018432,250,
387,732523776,253,
387,741091936,254,
387,749543040,256,
387,758097696,255,
387,766493280,259,
387,775023072,261,
387,783481504,263,
387,790940288,265,
387,799488096,264,
