0.251917,-0.010960,-0.010960,2.611838
0.255166,-0.021921,-0.021921,2.605343
0.257262,-0.032881,-0.032881,2.598848
0.260300,-0.043842,-0.043842,2.592353
0.263013,-0.054802,-0.054802,2.585858
0.265006,-0.065763,-0.065763,2.579363
0.267036,-0.076723,-0.076723,2.572868
0.269919,-0.087684,-0.087684,2.566373
0.272562,-0.098644,-0.098644,2.559878
0.274566,-0.109605,-0.109605,2.553382
0.277089,-0.120565,-0.120565,2.546887
0.280301,-0.131526,-0.131526,2.540392
0.282304,-0.142486,-0.142486,2.533897
0.284817,-0.153447,-0.153447,2.527402
0.287597,-0.164407,-0.164407,2.520907
0.289868,-0.175367,-0.175367,2.514412
0.291886,-0.186328,-0.186328,2.507917
0.294755,-0.197288,-0.197288,2.501422
0.297485,-0.208249,-0.208249,2.494927
0.299614,-0.219209,-0.219209,2.488432
0.302525,-0.230170,-0.230170,2.481936
0.305371,-0.241130,-0.241130,2.475441
0.307495,-0.252091,-0.252091,2.468946
0.310344,-0.263051,-0.263051,2.462451
0.313010,-0.274012,-0.274012,2.455956
0.315051,-0.284972,-0.284972,2.449461
0.317086,-0.295933,-0.295933,2.442966
0.319971,-0.306893,-0.306893,2.436471
0.322718,-0.313465,-0.317853,2.429976
0.325126,-0.313449,-0.328814,2.423481
0.328142,-0.313429,-0.339774,2.416986
0.330966,-0.313432,-0.350735,2.410490
0.333141,-0.313443,-0.361695,2.403995
0.336086,-0.313488,-0.372656,2.397500
0.338847,-0.313557,-0.383616,2.391005
0.340962,-0.313606,-0.394577,2.384510
0.343957,-0.313670,-0.405537,2.378015
0.346737,-0.313721,-0.416498,2.371520
0.348890,-0.313760,-0.427458,2.365025
0.351424,-0.313801,-0.438419,2.358530
0.354355,-0.313850,-0.449379,2.352035
0.356620,-0.313881,-0.460340,2.345540
0.358661,-0.313912,-0.471300,2.339044
0.361559,-0.313937,-0.482260,2.332549
0.364302,-0.313970,-0.493221,2.326054
0.366443,-0.314010,-0.504181,2.319559
0.369447,-0.314080,-0.515142,2.313064
0.372253,-0.314125,-0.524002,2.306569
0.374353,-0.314170,-0.523975,2.300074
0.377369,-0.314227,-0.523941,2.293579
0.380192,-0.314282,-0.523908,2.287084
0.382353,-0.314334,-0.523877,2.280589
0.384913,-0.314389,-0.523844,2.274094
0.387840,-0.314481,-0.523789,2.267599
0.390096,-0.314564,-0.523739,2.261103
0.392208,-0.314657,-0.523683,2.254608
0.395069,-0.314796,-0.523600,2.248113
0.397895,-0.314948,-0.523508,2.241618
0.400539,-0.315124,-0.523403,2.235123
0.402965,-0.315282,-0.523307,2.228628
0.405172,-0.315448,-0.523207,2.222133
0.407297,-0.315614,-0.523107,2.215638
0.409755,-0.315818,-0.522984,2.209143
0.412601,-0.316060,-0.522838,2.202648
0.415055,-0.316270,-0.522710,2.196153
0.417634,-0.316499,-0.522572,2.189657
0.420493,-0.316726,-0.522435,2.183162
0.422877,-0.316938,-0.522306,2.176667
0.424933,-0.317142,-0.522182,2.170172
0.427848,-0.317403,-0.522024,2.163677
0.430631,-0.317672,-0.521860,2.157182
0.432732,-0.317899,-0.521721,2.150687
0.435691,-0.318169,-0.521557,2.144192
0.438406,-0.318455,-0.521382,2.137697
0.440594,-0.318714,-0.521224,2.131202
0.443114,-0.319001,-0.521049,2.124707
0.445971,-0.319321,-0.520852,2.118211
0.448282,-0.319619,-0.520669,2.111716
0.450369,-0.319882,-0.520508,2.105221
0.453313,-0.320197,-0.520315,2.098726
0.456004,-0.320545,-0.520100,2.092231
0.458092,-0.320850,-0.519912,2.085736
0.460563,-0.321173,-0.519713,2.079241
0.463464,-0.321566,-0.519469,2.072746
0.465787,-0.321935,-0.519240,2.066251
0.468763,-0.322337,-0.518991,2.059756
0.470958,-0.322703,-0.518764,2.053261
0.473047,-0.323033,-0.518558,2.046765
0.475091,-0.323358,-0.518356,2.040270
0.477936,-0.323768,-0.518100,2.033775
0.480686,-0.324241,-0.517804,2.032318
0.482899,-0.324652,-0.517546,2.032309
0.485686,-0.325110,-0.517259,2.032302
0.487826,-0.325538,-0.516990,2.032292
0.489940,-0.325938,-0.516738,2.032284
0.492421,-0.326389,-0.516452,2.032276
0.495293,-0.326953,-0.516096,2.032266
0.497658,-0.327471,-0.515767,2.032254
0.499730,-0.327932,-0.515474,2.032243
0.502602,-0.328502,-0.515111,2.032234
0.504680,-0.329017,-0.514782,2.032220
0.506689,-0.329462,-0.514498,2.032209
0.509169,-0.329977,-0.514167,2.032199
0.511967,-0.330582,-0.513779,2.032185
0.514258,-0.331152,-0.513411,2.032169
0.516282,-0.331636,-0.513099,2.032156
0.518860,-0.332195,-0.512737,2.032144
0.521149,-0.332745,-0.512381,2.032128
0.523305,-0.333253,-0.512051,2.032113
0.525757,-0.333808,-0.511689,2.032098
0.528623,-0.334439,-0.511276,2.032081
0.530991,-0.335032,-0.510888,2.032060
0.533071,-0.335539,-0.510555,2.032043
0.535965,-0.336156,-0.510149,2.032027
0.538886,-0.336844,-0.509695,2.032004
0.540961,-0.337377,-0.509342,2.031980
0.543501,-0.337937,-0.508971,2.031963
0.546368,-0.338566,-0.508553,2.031941
0.548676,-0.339128,-0.508178,2.031915
0.551342,-0.339695,-0.507800,2.031894
0.554205,-0.340323,-0.507379,2.031869
0.556611,-0.340901,-0.506991,2.031841
0.559229,-0.341477,-0.506603,2.031818
0.562083,-0.342085,-0.506192,2.031791
0.564431,-0.342617,-0.505833,2.031761
0.566531,-0.343072,-0.505524,2.031736
0.569542,-0.343630,-0.505145,2.031714
0.572230,-0.344180,-0.504771,2.031680
0.574333,-0.344606,-0.504480,2.031650
0.577365,-0.345132,-0.504120,2.031625
0.580133,-0.345659,-0.503759,2.031590
0.582180,-0.346062,-0.503482,2.031556
0.584210,-0.346427,-0.503231,2.031531
0.587047,-0.346884,-0.502916,2.031506
0.589718,-0.347347,-0.502596,2.031470
0.591819,-0.347705,-0.502349,2.031436
0.594731,-0.348139,-0.502048,2.031408
