385,422180832,0.00745708,0.00426119,0.0117183,
385,425313440,0.00745708,-0.0202406,-0.0234365,
385,428148640,0.0010653,0.00532648,-0.0191753,
385,430442784,-0.0117183,-0.0308936,-0.0117183,
385,432499584,-0.0117183,-0.00319589,-0.0010653,
385,435014880,0.0010653,0.00319589,-0.0127836,
385,437891488,-0.00852238,-0.0223712,0.00958767,
385,440213184,0.0127836,-0.00426119,-0.0127836,
385,442222848,-0.010653,-0.0117183,-0.0159795,
385,445151232,-0.0138489,-0.00745708,-0.010653,
385,447808640,0.0117183,-0.0127836,0.0138489,
385,449773408,-0.0170448,-0.010653,-0.00319589,
385,452244448,0.00745708,-0.00745708,-0.00213059,
385,455076928,0.0127836,0.0010653,-0,
385,457277536,-0.0117183,-0.0245018,0.0276977,
385,459242688,0.00639178,0.00426119,0.0191753,
385,462180960,-0.00532648,-0.00532648,0.0255671,
385,464945056,-0.01811,0.00213059,0.00426119,
385,466965888,0.00213059,-0.0117183,-0.00958767,
385,469964704,0.00745708,-0.00532648,-0.0159795,
385,472727840,-0.0340895,-0.0138489,-0.0340895,
385,474710816,-0.00958767,0.00319589,-0.0436772,
385,477174976,-0.01811,0.00745708,-0.050069,
385,480040480,0.00639178,-0,-0.0479384,
385,482285856,-0.00426119,0.00319589,-0.0319589,
385,484266976,0.0138489,-0.0117183,-0.00852238,
385,487174912,0.0276977,-0.0213059,0.028763,
385,489897024,-0.00213059,0.00319589,0.0372854,
385,491955584,-0,-0.00532648,0.0617872,
385,494792256,-0.00745708,0.00852238,0.039416,
385,497620992,-0.0138489,-0.010653,0.0703096,
385,499615040,-0.010653,0.00319589,0.0724402,
385,502119168,-0.0383507,-0,0.0319589,
385,505053984,-0.0202406,-0.00319589,-0,
385,507342912,-0.0202406,-0.0117183,-0.0202406,
385,509313216,-0.0127836,-0.00852238,-0.0490037,
385,512235360,-0.0149142,-0.00639178,-0.0830932,
385,514916352,0.0191753,-0.010653,-0.0713749,
385,516854848,0.0319589,0.00213059,-0.0830932,
385,519580096,0.0149142,-0.00532648,-0.0532648,
385,522321472,0.0266324,0.00639178,-0.0276977,
385,524396352,0.0213059,-0.00745708,-0.0191753,
385,526875264,-0.00319589,0.00426119,0.00958767,
385,529689088,-0.0010653,-0.00319589,0.0735055,
385,531951296,-0.00532648,-0.0149142,0.0543301,
385,533878656,-0.0276977,0.00852238,0.0553954,
385,536658336,-0.0255671,0.0149142,0.102269,
385,539376736,-0.0351548,-0.00639178,0.0745708,
385,541366304,-0.0202406,0.00213059,0.0426119,
385,543768800,-0.0191753,0.00958767,0.0159795,
385,546547296,-0.00426119,0.0010653,-0.0234365,
385,548720960,0.00426119,-0.0010653,-0.0458078,
385,550741536,0.0138489,-0.0330242,-0.050069,
385,553592512,0.0298283,-0.0223712,-0.0756361,
385,556343616,0.01811,-0.0276977,-0.0596566,
385,558335456,0.0245018,0.00319589,-0.0628525,
385,560764000,0.0351548,-0.0149142,-0.0362201,
385,563617920,0.00319589,-0.010653,0.0159795,
385,565818048,0.00639178,0.0010653,0.0202406,
385,568229440,-0.010653,0.00639178,0.0511343,
385,571139520,-0.00958767,0.00958767,0.0532648,
385,573406720,-0.0490037,0.00426119,0.0521995,
385,575364384,-0.00532648,0.00532648,0.0532648,
385,578304352,-0.0245018,-0.0010653,0.0149142,
385,581141920,-0.010653,-0.01811,0.0138489,
385,583165088,-0.0117183,0.010653,0.0202406,
385,585620256,0.0127836,-0.0117183,-0.0490037,
385,588490496,0.0149142,-0.028763,-0.0340895,
385,590821440,0.0255671,-0.0138489,-0.0607219,
385,593279360,0.0298283,0.00639178,-0.0458078,
385,596161152,0.0138489,-0.00319589,-0.0276977,
385,598387712,0.01811,0.00639178,-0.0308936,
385,600383008,0.00426119,0.00426119,-0.0117183,
385,603245024,-0.0149142,-0,0.0298283,
385,606038304,-0.0372854,-0.00319589,0.0234365,
385,608108384,-0.00426119,0.00319589,0.0404813,
385,610579712,-0.0276977,0.00639178,0.0617872,
385,613457472,-0.0159795,-0.00319589,0.0383507,
385,615743808,-0.00426119,-0.00213059,0.0511343,
385,618247968,-0.00639178,0.0117183,0.00745708,
385,621196032,0.0010653,-0.00639178,-0.00852238,
385,623454528,0.028763,-0.0127836,-0.0308936,
385,625470400,0.0255671,0.0010653,-0.0319589,
385,628377024,0.0276977,-0.0170448,-0.0628525,
385,631206432,-0.00426119,0.00213059,-0.050069,
385,633200064,0.00426119,-0.0149142,-0.0458078,
385,635651040,0.00958767,0.00639178,-0.0170448,
385,638506432,-0.00532648,0.00958767,-0.0308936,
385,640859232,0.00426119,0.00426119,0.0490037,
385,643360960,-0.00745708,-0.00213059,0.0191753,
385,646182304,-0.00852238,0.00426119,0.0479384,
385,648351392,-0.0159795,-0.00319589,0.0245018,
385,650268672,-0.0213059,-0.01811,0.0404813,
385,653116768,-0.00426119,-0.00852238,0.0415466,
385,655755136,-0.00852238,0.00745708,0.0319589,
385,657741984,0.00639178,-0.00852238,-0.00639178,
385,660139584,-0.00852238,-0.0117183,-0.0234365,
385,662937408,0.0117183,0.00426119,-0.00319589,
385,665213536,-0,-0.00319589,-0.0383507,
385,667137792,0.00426119,-0.0159795,-0.0479384,
385,669983200,-0.00426119,-0.00958767,-0.0170448,
385,672675296,0.0117183,0.0010653,-0.00213059,
385,674689472,-0.00745708,-0.00745708,-0.0159795,
385,677664352,0.00532648,-0.00958767,-0.0010653,
385,680454432,0.0010653,-0.0117183,-0.00319589,
385,682561120,0.0010653,0.00426119,0.0255671,
385,685584928,-0.0010653,0.00532648,0.010653,
385,688294528,0.0010653,-0.00426119,0.0330242,
385,690278272,0.00426119,-0.0191753,0.0117183,
385,692307360,-0.00639178,0.0149142,0.0340895,
385,695196320,0.0138489,-0.0138489,-0.00319589,
385,697833952,0.00426119,0.00745708,-0.00426119,
385,699833632,0.00426119,0.00319589,-0.00852238,
385,702383200,-0.00319589,-0.0202406,0.00958767,
385,705586240,0.00852238,0.0159795,-0.0415466,
385,707574176,0.0117183,-0.00745708,-0.0245018,
385,710080768,-0.0159795,0.00532648,-0.0426119,
385,712858208,-0.028763,-0.0213059,-0.0468731,
385,715142336,-0.0308936,0.0138489,-0.0276977,
385,717138880,-0.010653,0.00958767,-0.0447425,
385,720063904,0.0010653,-0.00639178,-0.0127836,
385,722794592,0.0202406,-0.00745708,-0.00745708,
385,724911776,-0.0319589,-0.00213059,0.0010653,
385,727809792,0.0308936,-0.00958767,0.00958767,
385,730673120,0.0319589,0.00532648,0.0213059,
385,732783936,-0.00319589,-0.0138489,0.0170448,
385,735604928,0.00852238,-0.00426119,0.01811,
385,738280352,-0.00852238,-0.0319589,0.00958767,
385,740322208,-0.010653,-0.01811,-0.0245018,
385,742346720,-0.01811,0.0010653,-0.0447425,
385,745250144,-0.0149142,0.0117183,-0.0617872,
385,748166720,0.0138489,0.00852238,-0.0351548,
385,750413472,0.0543301,-0.00426119,-0.0351548,
385,753427808,0.0564607,0.00958767,0.00319589,
385,756247712,0.039416,-0.00426119,0.0255671,
385,758411168,0.0340895,-0.0010653,0.078832,
385,761360416,0.0372854,-0.0266324,0.128901,
385,764127680,0.0191753,-0.00426119,0.119313,
385,766232672,-0.00213059,0.0276977,0.109726,
385,769231200,0.0117183,-0.0159795,0.0948114,
385,772046080,0.0692443,0.00639178,0.0916155,
385,774169632,0.0713749,0.00319589,0.0830932,
385,776693184,0.0735055,-0.0852238,0.0841585,
385,779628256,0.0362201,-0.0980073,0.0649831,
385,781898976,-0.0308936,-0.0564607,0.0724402,
385,784042112,-0.0372854,-0.0937461,0.0426119,
385,786832768,-0.115052,-0.0852238,0.0564607,
385,789621216,-0.131032,-0.12464,0.0894849,
385,791712864,-0.153403,-0.203472,0.119313,
385,794720960,-0.182166,-0.284434,0.0798973,
