1.078608,-1.955411,-17.219984,-3.255663,-1.766529,3.817334,-9.293690
1.095269,-1.985942,-17.150344,-3.257132,-1.845062,4.127847,-8.957201
1.111884,-1.918475,-16.884141,-3.120285,-1.291733,5.281772,-7.599522
1.126640,-1.924424,-16.924164,-1.883540,-1.320067,4.813396,0.264443
1.144380,-1.957420,-16.856629,-1.756234,-1.266718,4.844780,0.154455
1.161610,-1.942351,-16.739319,-1.648635,-1.184845,5.097160,0.805230
1.178660,-1.960357,-16.646747,-1.432461,-0.966632,5.150977,2.930984
1.197274,-1.991960,-16.517693,-1.337819,-1.085327,5.466704,2.097413
1.211029,-2.021643,-16.424664,-1.223695,-1.097118,5.513848,2.648779
1.227616,-2.068457,-16.319771,-1.130916,-1.190040,5.707010,3.175042
1.247002,-2.097511,-16.203758,-1.012015,-1.178765,5.859493,3.502983
1.263545,-2.103428,-16.161801,-0.853819,-1.049125,5.560007,4.630481
1.281771,-2.121146,-15.958620,-0.838424,-0.979977,5.962332,3.563548
1.425149,-2.200542,-14.925337,0.194079,-0.478853,6.435723,6.000462
1.441889,-2.241660,-14.888148,0.114938,-0.491119,6.261176,5.483321
1.459061,-2.219449,-14.910487,-0.264408,-0.382125,5.940017,4.408147
1.475443,-2.145911,-14.967412,0.021842,-0.175684,5.668076,4.874477
1.493382,-2.063353,-14.975099,-0.206261,0.028402,5.455176,4.173273
1.509823,-1.931460,-14.905023,-0.340341,0.373108,5.317329,3.751000
1.526980,-1.932520,-14.824737,-0.843064,0.401389,5.352393,2.507146
1.548909,-1.821227,-14.717809,-0.903836,0.576418,5.327837,2.517647
1.561529,-1.795096,-14.630861,-0.959497,0.627491,5.242164,2.593367
1.579052,-1.768250,-14.520481,-1.037140,0.599282,5.296043,2.292710
1.598477,-1.749378,-14.502862,-1.020179,0.761921,5.197588,2.244269
1.615696,-1.762142,-14.402095,-1.123375,0.728305,5.145238,2.184507
1.632642,-1.703182,-14.342480,-1.047419,0.816078,5.128808,2.148313
1.649590,-1.680947,-14.256315,-1.095445,0.761344,5.028239,1.873705
1.666591,-1.668336,-14.189616,-1.095578,0.871999,5.060363,1.947875
1.681652,-1.647023,-14.093970,-1.146562,0.797159,5.035770,1.431921
1.698774,-1.625757,-14.032526,-1.093701,0.787299,5.027877,2.045720
1.713966,-1.621392,-13.937275,-1.196921,0.732576,4.990547,1.567818
1.731192,-1.613808,-13.850829,-1.183961,0.791934,5.005475,1.705544
1.746114,-1.598395,-13.739997,-1.250738,0.757935,4.987980,1.120379
1.763188,-1.576858,-13.699648,-1.268811,0.683894,4.923725,1.322685
1.795034,-1.527222,-13.514987,-1.137384,0.779891,4.907489,1.534191
1.814881,-1.524078,-13.466326,-1.192393,0.667327,4.796009,1.526231
1.834620,-1.524498,-13.335881,-1.244116,0.599264,4.773971,1.409495
1.851871,-1.501959,-13.296252,-1.300009,0.571696,4.650356,1.112812
1.869384,-1.495149,-13.245660,-1.379854,0.528571,4.618251,0.676050
1.894359,-1.465259,-13.110021,-1.201374,0.498825,4.562233,1.202463
1.911365,-1.469159,-13.001842,-1.372699,0.426989,4.586976,0.749607
1.925446,-1.456229,-12.941899,-1.407849,0.416102,4.550190,0.714886
1.943009,-1.449837,-12.835408,-1.354535,0.359775,4.536476,0.919726
1.957859,-1.462781,-12.838490,-1.466374,0.247651,4.376232,0.576707
1.974911,-1.433227,-12.745544,-1.406928,0.300359,4.417684,0.679907
1.991932,-1.438598,-12.632097,-1.540641,0.224961,4.383877,0.407797
2.009040,-1.450176,-12.573429,-1.534954,0.167264,4.320866,0.377725
2.024114,-1.459602,-12.436233,-1.550489,0.100695,4.378296,0.477448
2.041371,-1.461845,-12.408477,-1.657352,0.045048,4.279734,0.214817
2.058411,-1.432334,-12.301251,-1.604338,0.070964,4.280187,0.436203
2.075424,-1.460646,-12.226546,-1.543483,-0.005991,4.251662,0.444262
2.090410,-1.447361,-12.184713,-1.583985,-0.015139,4.182925,0.481707
2.107589,-1.443889,-12.127733,-1.665214,-0.034032,4.120799,0.357884
2.122670,-1.412995,-12.056501,-1.692576,0.014979,4.119974,0.345371
2.139743,-1.451572,-12.014062,-1.757748,-0.097406,4.095685,0.179348
2.154645,-1.433134,-11.942613,-1.727171,-0.056342,4.065624,0.261966
2.172180,-1.448332,-11.877352,-1.691275,-0.134182,4.069367,0.454660
2.189559,-1.435981,-11.831974,-1.776697,-0.075604,3.983911,0.281452
2.206649,-1.445184,-11.724731,-1.829385,-0.107003,4.073234,0.147472
2.223657,-1.434970,-11.676422,-1.805023,-0.113220,4.039627,0.210515
2.238568,-1.447749,-11.593599,-1.888016,-0.107345,4.092392,0.072988
2.270008,-1.441015,-11.477467,-1.931297,-0.104296,4.118567,0.080694
2.401909,-1.454426,-10.926227,-1.786841,-0.083361,4.568539,0.234551
2.416657,-1.432614,-10.842257,-1.904481,-0.071451,4.654710,0.065260
2.431760,-1.439784,-10.799877,-1.990294,-0.062900,4.664380,0.030565
2.448941,-1.455254,-10.720722,-1.959664,-0.104433,4.740940,0.143367
2.466212,-1.422849,-10.661163,-1.957626,-0.072031,4.791623,0.061557
2.481986,-1.397078,-10.594680,-1.978563,-0.030885,4.839137,0.135669
2.498633,-1.412473,-10.489634,-1.983544,-0.078595,4.952871,0.107828
2.513886,-1.407092,-10.431518,-2.031301,-0.071994,4.996043,0.031730
2.531171,-1.414517,-10.321710,-1.993779,-0.098836,5.103653,0.105040
2.548538,-1.390615,-10.268595,-1.955132,-0.064730,5.151140,0.216629
2.563492,-1.408997,-10.177654,-1.938821,-0.093556,5.229404,0.224044
2.580891,-1.373983,-10.080827,-1.954835,-0.068520,5.310912,0.254579
2.597905,-1.378940,-9.983563,-1.949071,-0.091267,5.404576,0.309432
2.612730,-1.399543,-9.936909,-2.013453,-0.118750,5.441067,0.237353
2.629837,-1.375228,-9.828924,-2.088833,-0.099803,5.534986,0.071907
2.644477,-1.378690,-9.761480,-1.986591,-0.122740,5.570809,0.215080
2.661225,-1.385203,-9.677895,-2.032693,-0.135235,5.653234,0.164268
2.678455,-1.385191,-9.570149,-2.012127,-0.130447,5.754680,0.214738
2.694656,-1.379306,-9.492568,-2.052263,-0.135260,5.812770,0.175493
2.708861,-1.384077,-9.394168,-1.992699,-0.134760,5.890911,0.256656
2.726291,-1.384288,-9.313188,-1.967871,-0.145973,5.953353,0.298488
2.742073,-1.373340,-9.209257,-1.981625,-0.137138,6.024041,0.307923
2.757263,-1.377130,-9.133193,-1.999423,-0.138161,6.080864,0.341903
2.774362,-1.377828,-9.012673,-2.034785,-0.126220,6.180309,0.259924
2.789529,-1.371797,-8.928568,-1.972803,-0.124481,6.229985,0.386197
2.868911,-1.376901,-8.393511,-1.994928,-0.112075,6.639759,0.263932
