0.000001,1,6,0,0,303160,0
0.002930,2,6,0,0,303162,0
0.005226,3,7,0,0,303164,0
0.007282,4,7,0,0,303166,0
0.009773,5,7,0,0,303168,0
0.012678,6,7,0,0,303171,0
0.014996,7,8,0,0,303173,0
0.017010,8,8,0,0,303175,0
0.019934,9,8,0,0,303178,0
0.022593,10,9,0,0,303180,0
0.024558,11,9,0,0,303182,0
0.027026,12,9,0,0,303184,0
0.029858,13,9,0,0,303187,0
0.032063,14,10,0,0,303189,0
0.034031,15,10,0,0,303191,0
0.036964,16,10,0,0,303194,0
0.039730,17,11,0,0,303196,0
0.041750,18,11,0,0,303198,0
0.044746,19,11,0,0,303201,0
0.047513,20,12,0,0,303203,0
0.049478,21,12,0,0,303205,0
0.051958,22,12,0,0,303207,0
0.054794,23,12,0,0,303210,0
0.057067,24,13,0,0,303212,0
0.059035,25,13,0,0,303214,0
0.061939,26,13,0,1,303215,0
0.064684,27,14,0,1,303215,0
0.066737,28,14,0,1,303215,0
0.069574,29,14,0,1,303215,0
0.072398,30,15,0,1,303215,0
0.074397,31,15,0,1,303215,0
0.076900,32,15,0,1,303215,0
0.079827,33,15,0,1,303215,0
0.082128,34,16,0,1,303215,0
0.084101,35,16,0,1,303215,0
0.087020,36,16,0,1,303215,0
0.089701,37,17,0,1,303216,0
0.091644,38,17,0,1,303218,0
0.094370,39,17,0,2,303218,0
0.097108,40,18,0,2,303218,0
0.099172,41,18,0,2,303218,0
0.101659,42,18,0,2,303218,0
0.104473,43,18,0,2,303218,0
0.106733,44,19,0,2,303218,0
0.108664,45,19,0,2,303218,0
0.111447,46,19,0,2,303218,0
0.114162,47,20,0,2,303219,0
0.116151,48,20,0,2,303221,0
0.118553,49,20,0,2,303223,0
0.121329,50,20,0,2,303226,0
0.123508,51,21,0,3,303227,0
0.125521,52,21,0,3,303227,0
0.128375,53,21,0,3,303227,0
0.131127,54,22,0,3,303227,0
0.133113,55,22,0,3,303227,0
0.135546,56,22,0,3,303227,0
0.138401,57,22,0,3,303227,0
0.140607,58,23,0,3,303227,0
0.143003,59,23,0,3,303228,0
0.145920,60,23,0,3,303231,0
0.148191,61,24,0,3,303233,0
0.150150,62,24,0,3,303234,0
0.153089,63,24,0,3,303237,0
0.155922,64,25,0,4,303238,0
0.157949,65,25,0,4,303238,0
0.160404,66,25,0,4,303238,0
0.163274,67,25,0,4,303238,0
0.165605,68,26,0,4,303238,0
0.168062,69,26,0,4,303238,0
0.170939,70,26,0,4,303238,0
0.173175,71,27,0,4,303238,0
0.175145,72,27,0,5,303238,0
0.178029,73,27,0,5,303238,0
0.180823,74,28,0,5,303238,0
0.182893,75,28,0,5,303238,0
0.185364,76,28,0,5,303238,0
0.188241,77,28,0,5,303238,0
0.190510,78,29,0,5,303238,0
0.193005,79,29,0,6,303238,0
0.195977,80,29,0,6,303238,0
0.198238,81,30,0,6,303238,0
0.200250,82,30,0,6,303238,0
0.203158,83,30,0,6,303238,0
0.205963,84,31,0,6,303238,0
0.207983,85,31,0,6,303238,0
0.210435,86,31,0,6,303240,0
0.213286,87,31,0,7,303240,0
0.215641,88,32,0,7,303240,0
0.218141,89,32,0,7,303240,0
0.220962,90,32,0,7,303240,0
0.223138,91,33,0,7,303240,0
0.225057,92,33,0,7,303240,0
0.227898,93,33,0,7,303241,0
0.230542,94,34,0,7,303243,0
0.232508,95,34,0,7,303245,0
0.234926,96,34,0,8,303246,0
0.237718,97,34,0,8,303246,0
0.240002,98,35,0,8,303246,0
0.241926,99,35,0,8,303246,0
0.244770,100,35,0,8,303246,0
0.247463,101,36,0,8,303246,0
0.249471,102,36,0,8,303246,0
0.251917,103,36,0,8,303247,0
0.255166,104,37,0,8,303250,0
0.257262,105,37,0,8,303252,0
0.260300,106,37,0,9,303253,0
0.263013,107,38,0,9,303253,0
0.265006,108,38,0,9,303253,0
0.267036,109,38,0,9,303253,0
0.269919,110,38,0,9,303253,0
0.272562,111,39,0,9,303253,0
0.274566,112,39,0,9,303253,0
0.277089,113,39,0,10,303253,0
0.280301,114,40,0,10,303253,0
0.282304,115,40,0,10,303253,0
0.284817,116,40,0,10,303253,0
0.287597,117,40,0,10,303253,0
0.289868,118,41,0,10,303253,0
0.291886,119,41,0,10,303253,0
0.294755,120,41,0,11,303253,0
0.297485,121,42,0,11,303253,0
0.299614,122,42,0,11,303253,0
0.302525,123,42,0,11,303253,0
0.305371,124,43,0,11,303253,0
0.307495,125,43,0,11,303253,0
0.310344,126,43,0,11,303254,0
0.313010,127,44,0,11,303256,0
0.315051,128,44,0,11,303258,0
0.317086,129,44,0,11,303260,0
0.319971,130,44,0,12,303260,0
0.322718,131,45,0,12,303260,0
0.325126,132,45,0,12,303260,0
0.328142,133,45,0,12,303260,0
0.330966,134,46,0,12,303260,0
0.333141,135,46,0,12,303260,0
0.336086,136,46,0,12,303262,0
0.338847,137,47,0,12,303265,0
0.340962,138,47,0,12,303267,0
0.343957,139,47,0,13,303267,0
0.346737,140,48,0,13,303267,0
0.348890,141,48,0,13,303267,0
0.351424,142,48,0,13,303267,0
0.354355,143,48,0,13,303267,0
0.356620,144,49,0,13,303267,0
0.358661,145,49,0,13,303267,0
0.361559,146,49,0,14,303267,0
0.364302,147,50,0,14,303267,0
0.366443,148,50,0,14,303267,0
0.369447,149,50,0,14,303267,0
0.372253,150,51,0,14,303267,0
0.374353,151,51,0,14,303267,0
0.377369,152,51,0,15,303267,0
0.380192,153,52,0,15,303267,0
0.382353,154,52,0,15,303267,0
0.384913,155,52,0,15,303267,0
0.387840,156,52,0,15,303267,0
0.390096,157,53,0,15,303267,0
0.392208,158,53,0,15,303267,0
0.395069,159,53,0,16,303267,0
