0.251917,-0.746073,0.000000,0.000000,5.460000,-0.000040,0.763187,-1.750000
0.255166,-0.447541,0.000000,0.000000,5.470000,-0.000170,0.765992,-1.750000
0.263013,-0.267874,0.000000,0.000000,5.430000,-0.000484,0.768291,-1.750000
0.272562,-0.159723,0.000000,0.000000,5.460000,-0.000866,0.769983,-1.750000
0.280301,-0.094962,0.000000,0.000000,5.470000,-0.001175,0.771173,-1.750000
0.289868,-0.055577,0.000000,0.000000,4.150000,-0.001558,0.772024,-1.750000
0.297485,-0.032347,0.000000,0.000000,4.140000,-0.001863,0.772545,-1.750000
0.305371,-0.018302,0.000000,0.000000,4.150000,-0.002178,0.772883,-1.750000
0.313010,-0.009865,0.000000,0.000000,4.180000,-0.002484,0.773054,-1.750000
0.322718,-0.004562,0.000000,0.000000,4.150000,-0.002872,0.773137,-1.750000
0.330966,-0.001619,0.000000,0.000000,4.180000,-0.003202,0.773066,-1.750000
0.338847,0.000073,0.000000,0.000000,4.170000,-0.003517,0.772942,-1.750000
0.346737,0.001033,0.000000,0.000000,4.150000,-0.003833,0.772772,-1.750000
0.356620,0.001859,0.000000,0.000000,4.150000,-0.004228,0.772672,-1.750000
0.364302,0.001926,0.000000,0.000000,4.160000,-0.004535,0.772462,-1.750000
0.372253,0.001989,0.000000,0.000000,2.860000,-0.004853,0.772055,-1.750000
0.380192,0.001954,0.000000,0.000000,2.840000,-0.005171,0.771430,-1.750000
0.390096,0.002044,0.000000,0.000000,2.850000,-0.005567,0.770764,-1.750000
0.397895,0.001723,0.000000,0.000000,2.850000,-0.005879,0.770009,-1.750000
0.402965,0.001326,0.000000,0.000000,2.850000,-0.006082,0.769131,-1.750000
0.415055,0.001253,0.000000,0.000000,2.850000,-0.006566,0.768463,-1.750000
0.422877,0.000887,0.000000,0.000000,2.900000,-0.006878,0.767695,-1.750000
0.430631,0.000504,0.000000,0.000000,2.900000,-0.007189,0.767188,-1.750000
0.438406,0.000111,0.000000,0.000000,2.910000,-0.007500,0.767189,-1.750000
0.448282,-0.000381,0.000000,0.000000,2.900000,-0.007895,0.768271,-1.750000
0.456004,-0.000681,0.000000,0.000000,2.880000,-0.008203,0.769577,-1.750000
0.465787,-0.001198,0.000000,0.000000,1.550000,-0.008595,0.772782,-1.750000
0.468763,-0.000930,0.000000,0.000000,1.550000,-0.008714,0.773360,-1.750000
0.480686,-0.001811,0.000000,0.000000,1.590000,-0.009191,0.780226,-1.750000
0.485686,-0.001646,0.000000,0.000000,1.590000,-0.009391,0.783498,-1.750000
0.497658,-0.002481,0.000000,0.000000,1.550000,-0.009870,0.793885,-1.750000
0.502602,-0.002049,0.000000,0.000000,1.550000,-0.010067,0.798857,-1.750000
0.514258,-0.002818,0.000000,0.000000,1.690000,-0.010534,0.812416,-1.750000
0.521149,-0.002589,0.000000,0.000000,1.690000,-0.010809,0.821345,-1.750000
0.530991,-0.002816,0.000000,0.000000,2.470000,-0.011203,0.834565,-1.750000
0.538886,-0.002616,0.000000,0.000000,2.670000,-0.011519,0.845615,-1.750000
0.548676,-0.002846,0.000000,0.000000,2.690000,-0.011910,0.859111,-1.750000
0.556611,-0.002636,0.000000,0.000000,2.720000,-0.012228,0.870143,-1.750000
0.564431,-0.002474,0.000000,0.000000,2.790000,-0.012541,0.881239,-1.750000
0.572230,-0.002288,0.000000,0.000000,2.760000,-0.012852,0.892018,-1.750000
0.580133,-0.002171,0.000000,0.000000,1.510000,-0.013169,0.902550,-1.750000
0.589718,-0.002235,0.000000,0.000000,1.530000,-0.013552,0.915253,-1.750000
0.597541,-0.002027,0.000000,0.000000,1.570000,-0.013865,0.925417,-1.750000
0.605378,-0.001863,0.000000,0.000000,1.600000,-0.014178,0.935229,-1.750000
0.614937,-0.001871,0.000000,0.000000,1.620000,-0.014561,0.945787,-1.750000
0.624593,-0.001771,0.000000,0.000000,1.650000,-0.014947,0.955111,-1.750000
0.632219,-0.001524,0.000000,0.000000,1.700000,-0.015252,0.961760,-1.750000
0.639796,-0.001322,0.000000,0.000000,1.710000,-0.015555,0.967332,-1.750000
0.647580,-0.001150,0.000000,0.000000,1.710000,-0.015866,0.971435,-1.750000
