0.865075,-1.565240,-18.075225,-0.880532,2.036616
0.869980,-1.513554,-18.266895,-0.970088,2.177237
0.899316,-1.598859,-18.033519,-1.240926,2.239961
0.914875,-1.529523,-17.791368,-1.266559,2.452690
0.931713,-1.675767,-17.727925,-1.265198,2.131687
0.946459,-1.705024,-17.731572,-1.289911,2.192732
0.963959,-1.757173,-17.699678,-1.334121,2.231615
0.979162,-1.790876,-17.659295,-1.366443,2.210368
0.995622,-1.868572,-17.593877,-1.370132,2.150539
1.011539,-1.883112,-17.562546,-1.385637,2.187018
1.026453,-1.904470,-17.513216,-1.407101,2.191313
1.061373,-1.818456,-17.162141,-1.418682,2.077793
1.078608,-1.849109,-17.175112,-1.404053,2.021955
1.093008,-1.876596,-17.040033,-1.449361,2.069509
1.111884,-1.901124,-17.106838,-1.440487,2.029940
1.126640,-1.851292,-17.026725,-1.406057,2.127947
1.141398,-1.899988,-17.000061,-1.419454,2.076108
1.158766,-1.941428,-16.704051,-1.431096,2.072587
1.175895,-1.999500,-16.769102,-1.357060,1.970943
1.191832,-2.031733,-16.405268,-1.357702,1.889196
1.208165,-2.082731,-16.380136,-1.351414,1.879008
1.224685,-2.122139,-16.486741,-1.139577,2.044992
1.241387,-2.070310,-16.624411,-1.204377,1.700527
1.257934,-1.689530,-17.272536,-0.995051,1.074715
1.407730,-2.157812,-15.155171,-1.247931,1.800328
1.425149,-1.959946,-15.607643,-0.873839,1.909896
1.441889,-1.877537,-15.442187,-1.357691,1.554060
1.459061,-1.846539,-15.428146,-1.411878,1.627874
1.473461,-1.817746,-15.367168,-1.421877,1.630226
1.488658,-1.807132,-15.324794,-1.460287,1.853422
1.505021,-1.800860,-15.095390,-1.495844,1.763063
1.519922,-1.779227,-15.084130,-1.523596,1.773034
1.536947,-1.744675,-15.056602,-1.513725,1.805344
1.554428,-1.730670,-14.889122,-1.564963,1.834350
1.571652,-1.725321,-14.813346,-1.565337,1.794205
1.589591,-1.699023,-14.707558,-1.546667,1.840424
1.606089,-1.693046,-14.667969,-1.544873,1.781178
1.620972,-1.663090,-14.589054,-1.552620,1.784551
1.637949,-1.655221,-14.509543,-1.569827,1.859046
1.652110,-1.637444,-14.427551,-1.607382,1.833401
1.669435,-1.643524,-14.151177,-1.550523,1.791396
1.686509,-1.646035,-14.200329,-1.646857,1.829664
1.701233,-1.672215,-13.684368,-1.818189,1.939425
1.718424,-1.572707,-14.092962,-1.679562,1.767065
1.736085,-1.555747,-14.044612,-1.644785,1.790605
1.777932,-1.517925,-13.970022,-1.626096,1.815889
1.797672,-1.506990,-13.783434,-1.635421,1.768333
1.816873,-1.559655,-13.439727,-1.779071,1.883465
1.834620,-1.485688,-13.619953,-1.663807,1.741965
1.851871,-1.454424,-13.536460,-1.823345,2.005706
1.877187,-1.518539,-13.292651,-1.818856,1.904181
1.884468,-1.495538,-13.231317,-1.776567,1.971075
